Account Number,Account Type,Account Holder ID,Balance Date,Balance,Name,Date of Birth,Contact Number,First Line of Address,Transaction ID,Account To,Transaction Date,Value,Cancelled?
43329727,Gold,18734931,2023-01-31,477.69,Cornelle Maytom,12/02/2001,07869160177,10 Raven Trail,9369412115.0,78076137.0,2023-02-04,1231.2,N
43541008,Gold,66489980,2023-01-31,413.2,Simonette Westoll,16/08/1967,07595149901,28455 Truax Trail,9426131787.0,44228646.0,2023-02-05,1144.8,N
43616790,Gold,99599289,2023-01-31,365.67,Jean Arthur,10/11/1957,07521843952,64 Duke Terrace,6474019611.0,63746530.0,2023-02-09,1705.6,N
43811112,Gold,79342137,2023-01-31,99.92,Tremain Eilert,06/01/1951,07881749686,29401 Sachtjen Trail,3858103926.0,76869201.0,2023-02-09,1485.0,N
44066457,Basic,95080512,2023-01-31,18.09,Anjanette Thridgould,03/08/1949,07277983085,8 Twin Pines Lane,5451548633.0,53831793.0,2023-02-13,1226.1,N
44145489,Gold,37020061,2023-01-31,635.75,Meier Kerfut,13/02/1998,07282817564,2587 Rieder Parkway,7178801352.0,44242297.0,2023-02-12,1003.7,N
44626164,Basic,83863026,2023-01-31,915.14,Rhys De Vuyst,12/05/1986,07323880621,13313 Lerdahl Avenue,9718945814.0,97581232.0,2023-02-09,1166.4,N
44902994,Basic,38763037,2023-01-31,790.34,Elsi Payton,22/03/1935,07588400660,54091 Surrey Alley,8699896069.0,76847816.0,2023-02-03,1259.6,N
45029598,Gold,30124635,2023-01-31,558.87,Jerri McCrohon,04/07/2003,07696895888,95 Vernon Park,9153064143.0,23295106.0,2023-02-14,1338.4,N
45089475,Gold,9075825,2023-01-31,676.92,Stanley Hayball,26/02/1998,07152885450,7834 Messerschmidt Pass,1716564794.0,11333185.0,2023-02-13,1582.4,N
45196342,Gold,48875359,2023-01-31,402.48,Briny Birckmann,08/01/1932,07545560274,722 Russell Circle,9837530847.0,31335654.0,2023-02-12,1192.7,N
45558696,Basic,84299544,2023-01-31,760.19,Joannes Walczak,01/07/1981,07197765679,9702 Pierstorff Street,4635802795.0,60184250.0,2023-02-05,1526.1,N
45706674,Basic,4564384,2023-01-31,390.73,Hertha Shuker,27/01/1964,07873638393,693 Kings Way,973893052.0,51266306.0,2023-02-01,1187.7,N
45790907,Basic,15667286,2023-01-31,567.67,Trudy Labbey,12/02/1931,07725306240,77582 Anthes Road,5792539529.0,60114464.0,2023-02-10,1275.4,N
45822265,Basic,53505952,2023-01-31,881.34,Bella Grafton,05/10/1951,07348166588,995 Canary Circle,4965345649.0,31183587.0,2023-02-05,1152.5,N
46085917,Gold,97306296,2023-01-31,340.16,Felicdad Reder,20/10/1941,07889666644,6946 Hoffman Road,1599468271.0,63298193.0,2023-02-08,1374.1,N
46215382,Gold,58028872,2023-01-31,549.77,Dayna Wanklyn,26/03/1966,07602067324,72808 Towne Place,1017702039.0,23959928.0,2023-02-03,1569.4,N
46525458,Gold,77105828,2023-01-31,938.4,Tiphanie Ream,15/01/2002,07814193387,343 Starling Parkway,8791134862.0,12240007.0,2023-02-05,1748.6,N
46643937,Gold,28934417,2023-01-31,751.73,Taryn Likly,14/08/1970,07584875836,55 Melrose Terrace,2359633759.0,38990596.0,2023-02-07,1348.3,N
47406737,Gold,49321899,2023-01-31,963.14,Cece Dyde,22/11/1993,07748112315,684 Vera Parkway,5518845170.0,63301094.0,2023-02-06,1204.5,N
47414258,Basic,57803449,2023-01-31,900.7,Dolley Shellibeer,02/02/1959,07334199920,4721 American Avenue,6391282196.0,18133554.0,2023-02-07,1277.4,N
48071843,Gold,56236132,2023-01-31,997.62,Roxanne Simmon,04/05/2001,07833639896,8768 Sage Junction,1303697149.0,92319358.0,2023-02-09,1877.3,N
48075275,Basic,57981876,2023-01-31,881.31,Archy Putson,23/08/1965,07563673747,8 Mosinee Road,6437150580.0,50219545.0,2023-02-14,1209.0,N
48569537,Gold,7788927,2023-01-31,374.69,Cassius Winslett,11/03/1961,07835911732,17 Huxley Drive,4979321801.0,67157564.0,2023-02-01,1153.0,N
48831634,Basic,60122537,2023-01-31,146.94,Rockie Neasham,14/07/1932,07214495114,7 Warrior Pass,2239143797.0,12666385.0,2023-02-04,1593.8,N
48831634,Basic,60122537,2023-01-31,146.94,Rockie Neasham,14/07/1932,07214495114,7 Warrior Pass,4303172405.0,71381278.0,2023-02-11,1243.0,N
48976336,Basic,2379564,2023-01-31,400.12,Dodie Clutram,23/07/1981,07653511897,63 Declaration Lane,7454571530.0,25006771.0,2023-02-01,2027.7,N
49039474,Gold,17037391,2023-01-31,574.7,Junie Maydway,20/11/1956,07396627499,66 Ludington Alley,7467124287.0,92340721.0,2023-02-05,1168.4,N
49039474,Gold,17037391,2023-01-31,574.7,Junie Maydway,20/11/1956,07396627499,66 Ludington Alley,7901964278.0,99685765.0,2023-02-11,1815.0,N
49216581,Gold,23876156,2023-01-31,911.91,Corie Twopenny,18/09/1973,07579843768,69370 Surrey Plaza,2577914652.0,13197335.0,2023-02-10,1812.5,N
49516533,Gold,20713805,2023-01-31,7.4,Kattie Sarvar,28/12/1981,07135138253,4552 Merrick Plaza,8833165655.0,27382109.0,2023-02-13,1188.4,N
49581833,Basic,55839727,2023-01-31,117.56,Sherri Lafee,19/03/1977,07195798418,65178 Lyons Junction,1612227368.0,36668239.0,2023-02-02,1640.2,N
50024545,Basic,59708744,2023-01-31,867.21,Cleon Britten,02/03/1980,07783295918,926 Garrison Court,8036664046.0,15258886.0,2023-02-11,1733.6,N
50547726,Basic,8321976,2023-01-31,675.06,Josephine Langeley,24/01/1987,07810152803,154 Arapahoe Crossing,1519453760.0,49454023.0,2023-02-07,1070.1,N
50610780,Basic,9900406,2023-01-31,536.41,Leone Stiegers,27/07/1941,07497531798,912 Thackeray Lane,2926458525.0,70469258.0,2023-02-05,2112.8,N
50772829,Basic,32069845,2023-01-31,47.57,Pall Lownsbrough,19/01/1939,07112760146,843 Dayton Avenue,3472782188.0,62412215.0,2023-02-12,1278.9,N
51298007,Basic,7182927,2023-01-31,427.17,Aeriel Robak,05/03/1983,07318674445,343 Pond Place,3227438283.0,27870202.0,2023-02-07,1613.2,N
51313899,Gold,81877429,2023-01-31,189.04,Anabel Gumbrell,07/09/1981,07780840548,75 Graedel Lane,9357794492.0,66586860.0,2023-02-01,1072.7,N
51471469,Gold,17600617,2023-01-31,611.19,Elli Hazleton,08/12/1981,07671784422,89314 Monica Lane,2094371123.0,45859156.0,2023-02-10,1725.1,N
51504474,Basic,96559278,2023-01-31,153.25,Raeann Giamelli,07/03/1944,07141897730,50426 Lukken Court,4279360650.0,91576212.0,2023-02-08,1254.7,N
51718829,Gold,76945325,2023-01-31,260.45,Allister Cheal,30/09/1976,07778730139,15350 Sullivan Trail,6977551879.0,13197335.0,2023-02-09,1043.8,N
52104303,Gold,2746224,2023-01-31,810.97,Fulton Cush,17/11/1935,07818008990,2484 Hagan Pass,2838292226.0,49840526.0,2023-02-09,1530.9,N
52117174,Gold,65018825,2023-01-31,932.96,Kaela Ladbrook,09/07/1933,07504495688,16573 Dryden Road,4793151094.0,67862200.0,2023-02-09,1131.6,N
52317175,Gold,68550465,2023-01-31,25.94,Osborn Di Gregorio,29/07/1993,07698908775,7678 Little Fleur Road,2202297596.0,76256026.0,2023-02-12,1145.7,N
52442629,Basic,42457169,2023-01-31,617.92,Paulita Samme,20/07/1953,07113330058,52 Clemons Road,3741609099.0,38990596.0,2023-02-03,1462.8,N
52461586,Gold,38951641,2023-01-31,596.3,Penny Skitt,02/06/1933,07990083087,572 Drewry Circle,5976076416.0,97988499.0,2023-02-08,1026.8,N
52814597,Gold,92201515,2023-01-31,899.39,Aluin Errey,11/01/1993,07748137461,65 Ramsey Court,2019114135.0,87876065.0,2023-02-01,1821.6,N
52814597,Gold,92201515,2023-01-31,899.39,Aluin Errey,11/01/1993,07748137461,65 Ramsey Court,2978569654.0,11475827.0,2023-02-11,1129.9,N
52855120,Basic,72044461,2023-01-31,880.21,Delmor Anniwell,07/09/1988,07115991231,2685 Pankratz Plaza,5048240294.0,77026279.0,2023-02-12,1640.8,N
52911248,Gold,94153619,2023-01-31,430.16,Port Berrycloth,04/10/1982,07614724836,3 5th Drive,7977048825.0,46215382.0,2023-02-10,2084.1,N
53086727,Gold,99170960,2023-01-31,408.74,Kathe Winslade,07/06/1981,07926756392,9 West Hill,9161107409.0,96719450.0,2023-02-10,1362.1,N
53161068,Gold,34071507,2023-01-31,945.53,Neill Jowle,20/01/1984,07185971315,8 Marquette Crossing,9909979543.0,10034341.0,2023-02-03,1566.6,N
53260868,Basic,79977068,2023-01-31,966.85,Bobbee Sterre,25/09/1973,07104773838,2776 Macpherson Avenue,4529731146.0,33240853.0,2023-02-07,1429.1,N
53753986,Gold,70147733,2023-01-31,252.69,Georgie Hampton,01/11/1930,07825742292,7 Springview Drive,4143382547.0,81475774.0,2023-02-04,1059.1,N
53845615,Basic,53284971,2023-01-31,597.04,Melita Grouvel,20/01/1991,07528594995,1 Victoria Point,9881869013.0,41252281.0,2023-02-10,1052.9,N
54032229,Basic,91467409,2023-01-31,176.12,Marlie Benadette,18/10/1975,07176111121,8279 Monument Lane,9131693652.0,34252525.0,2023-02-13,1503.4,N
54288062,Basic,68699676,2023-01-31,336.75,Ardelle Lazar,20/09/1938,07407503871,43221 Spaight Place,7411217719.0,78362587.0,2023-02-04,1266.4,N
54377130,Basic,56387568,2023-01-31,425.86,Carmela Warrilow,20/08/1959,07816201787,8 Laurel Parkway,1054269300.0,77917083.0,2023-02-08,1119.6,N
54377538,Basic,51972414,2023-01-31,845.93,Vernon Nind,05/06/1964,07654658219,6166 Toban Park,5029081461.0,65603779.0,2023-02-02,1145.1,N
54589543,Gold,38862266,2023-01-31,817.51,Dorie Dehn,21/09/2003,07933456967,31 Farragut Place,6955368524.0,82764940.0,2023-02-02,1117.0,N
54868017,Gold,71462944,2023-01-31,789.86,Pen Wilshere,11/05/1934,07361493364,20 Laurel Point,3481459262.0,58811985.0,2023-02-08,1024.6,N
54878364,Gold,6668693,2023-01-31,80.24,Aurie Finlan,18/05/1978,07337199494,1141 Mccormick Point,8350823712.0,37945317.0,2023-02-07,1689.7,N
54937975,Basic,91548641,2023-01-31,218.66,Noemi Ravenscraft,29/04/1939,07388919183,7864 Crowley Crossing,6080261693.0,93529019.0,2023-02-11,1507.4,N
55168205,Basic,69619118,2023-01-31,578.4,Sunny Wyllis,25/08/1956,07480760286,2 Hanover Way,7429340245.0,95993993.0,2023-02-14,1137.7,N
55304418,Basic,26132993,2023-01-31,968.71,Tatum McGarahan,19/09/1942,07450115970,1875 Hanson Court,5898567321.0,49520335.0,2023-02-10,1795.9,N
55304418,Basic,26132993,2023-01-31,968.71,Tatum McGarahan,19/09/1942,07450115970,1875 Hanson Court,6020529444.0,92376825.0,2023-02-11,1214.6,N
55986027,Basic,52570643,2023-01-31,38.94,Honey Marns,08/04/1956,07121727227,637 Schmedeman Alley,215959175.0,64065043.0,2023-02-13,1619.8,N
56458213,Gold,99878891,2023-01-31,731.3,Vasily McVeagh,17/07/1963,07375175770,3 Dennis Plaza,4527381423.0,16984772.0,2023-02-02,1351.2,N
56483442,Gold,36729733,2023-01-31,151.85,Rudd Surmeir,22/10/1970,07941697234,201 Parkside Road,4513208813.0,93981472.0,2023-02-02,1298.8,N
57084496,Gold,26325259,2023-01-31,58.05,Fayth Baude,22/11/1937,07728350778,453 Debra Crossing,8426476287.0,76256026.0,2023-02-12,1251.2,N
57108303,Gold,57161447,2023-01-31,737.04,Barbara-anne Kiehl,03/08/1971,07138794713,79 Crest Line Park,9198830945.0,77551209.0,2023-02-04,1795.8,N
57145139,Gold,15236607,2023-01-31,708.46,Timofei Knibb,27/02/1966,07409125369,7455 Raven Center,2073899234.0,86941058.0,2023-02-05,1233.7,N
57224848,Joint,5704707,2023-01-31,30.59,Maxine Mitkov,25/02/2003,07451886038,229 Lighthouse Bay Way,1934756474.0,22830156.0,2023-02-10,1987.3,N
57300901,Basic,4794025,2023-01-31,302.87,Viviene Hellwing,01/09/1931,07575280540,31233 Portage Lane,6201286004.0,78945298.0,2023-02-04,1320.2,N
57436108,Gold,62421788,2023-01-31,899.46,Haven Nyland,01/10/1938,07629107844,3 Dennis Road,4852845719.0,53234515.0,2023-02-04,1349.2,N
57790631,Basic,28145258,2023-01-31,893.46,Bald Pesterfield,21/09/1994,07591095920,10680 Sundown Crossing,6186639290.0,40374724.0,2023-02-14,1139.7,N
57948925,Basic,34409128,2023-01-31,194.11,Sigismond Merrikin,09/07/1942,07427994477,98805 Namekagon Court,8249004485.0,42652193.0,2023-02-04,1465.5,N
57948925,Basic,34409128,2023-01-31,194.11,Sigismond Merrikin,09/07/1942,07427994477,98805 Namekagon Court,9129991358.0,76343783.0,2023-02-13,1505.7,N
58009817,Gold,52235668,2023-01-31,887.22,Cilka Krugmann,11/11/1936,07903604793,2 Melby Street,4129627066.0,24250015.0,2023-02-12,1354.4,N
58216756,Basic,13012723,2023-01-31,642.13,Samara Dreossi,27/08/1940,07308649451,9712 Katie Junction,7293949189.0,93564856.0,2023-02-12,1690.9,N
58306431,Gold,14422849,2023-01-31,576.56,Uriel Murkus,22/07/1957,07522998076,37 Hermina Plaza,5116128121.0,10553619.0,2023-02-14,1485.6,N
58491429,Basic,83975113,2023-01-31,937.47,Bernetta Hagan,27/04/2001,07663200977,72746 Heath Plaza,8636422310.0,27193470.0,2023-02-06,1486.9,N
58720727,Gold,31882285,2023-01-31,471.56,Minda Ewols,22/08/1989,07456143918,80437 Farmco Court,7362541414.0,26375186.0,2023-02-14,1650.9,N
58822254,Basic,25507597,2023-01-31,79.7,Melodie Elstone,12/09/1955,07369065448,81657 Pleasure Circle,5001214122.0,90951743.0,2023-02-02,1559.2,N
59110895,Basic,97934007,2023-01-31,605.5,Arron Isaac,30/07/1951,07116758375,1278 Mallard Park,3072380945.0,22393008.0,2023-02-09,1260.0,N
59135815,Basic,17893118,2023-01-31,240.6,Vivianna Pennycord,19/04/1965,07465002233,252 Monument Junction,6998049056.0,66706067.0,2023-02-10,1202.5,N
59152169,Basic,37329529,2023-01-31,148.6,Dwayne Boc,19/05/1960,07979396226,7 Kim Terrace,6088822880.0,27713909.0,2023-02-09,1160.0,N
59198134,Basic,95283111,2023-01-31,122.62,Sileas Rowter,01/03/1932,07515621440,86 Nancy Drive,4903491501.0,49696722.0,2023-02-13,1291.4,N
59238438,Gold,87088344,2023-01-31,105.1,Jehanna Sprakes,31/10/1975,07140498765,9636 Michigan Junction,7719095529.0,66257438.0,2023-02-12,1799.2,N
59252971,Gold,55717348,2023-01-31,803.65,Abbie Bonehill,14/10/2003,07325085865,2346 Killdeer Terrace,9326834948.0,53091928.0,2023-02-07,1741.9,N
59455653,Gold,53605869,2023-01-31,4.64,Zarah Johananoff,12/05/1964,07898432354,5273 Manufacturers Way,7904620219.0,34866268.0,2023-02-12,1261.7,N
59653557,Basic,19978668,2023-01-31,649.61,Kellyann Lathom,14/09/1965,07109322093,24 Macpherson Street,5990349416.0,25698177.0,2023-02-06,1524.9,N
59663741,Basic,37852798,2023-01-31,642.86,Franciskus Scimoni,23/12/1989,07159541292,929 Bowman Center,8003487307.0,95710324.0,2023-02-10,1484.2,N
59705091,Gold,72072902,2023-01-31,631.05,Benedicta Pandya,25/09/1951,07103973839,95610 Memorial Street,7185989434.0,75134291.0,2023-02-11,1677.5,N
59876714,Basic,9186886,2023-01-31,938.46,Saudra Aldritt,24/02/1935,07140080643,50689 Homewood Avenue,1919089853.0,54300071.0,2023-02-13,1535.7,N
60114464,Basic,5671967,2023-01-31,972.56,Eddie Wrate,22/03/1953,07177929734,3482 Birchwood Terrace,7505483471.0,81561788.0,2023-02-11,1777.8,N
60138058,Basic,63274244,2023-01-31,686.46,Filip Doneld,16/05/1930,07662121950,143 Northwestern Avenue,5019162140.0,22393008.0,2023-02-10,1526.7,N
60667043,Gold,81635721,2023-01-31,937.62,Xaviera Morecombe,06/06/1936,07734631525,83 Cascade Court,3449677802.0,74604471.0,2023-02-11,1199.0,N
60860851,Basic,39258394,2023-01-31,17.96,Langston Gunson,25/04/1931,07123651818,34619 Claremont Court,1030564639.0,87556975.0,2023-02-07,1372.5,N
60996794,Basic,72296511,2023-01-31,27.98,Vere Radenhurst,20/06/1994,07570905168,3405 Utah Hill,9044315250.0,53884626.0,2023-02-13,1525.2,N
61087394,Basic,87142111,2023-01-31,112.81,Lalo Cheesman,02/10/1967,07507591005,1 Lawn Point,3693906904.0,46073044.0,2023-02-14,1879.5,N
61087394,Basic,87142111,2023-01-31,112.81,Lalo Cheesman,02/10/1967,07507591005,1 Lawn Point,4416585330.0,37789180.0,2023-02-08,1621.0,N
61178950,Basic,37666929,2023-01-31,104.88,Gawen Feldheim,17/10/1986,07551559282,9778 Larry Crossing,2882617933.0,41282329.0,2023-02-13,1023.0,N
61279456,Basic,14049841,2023-01-31,814.3,Brear Radenhurst,07/08/1953,07499422184,2767 Drewry Point,5775240375.0,14103210.0,2023-02-13,1406.7,N
61724951,Gold,26882908,2023-01-31,656.25,Estrella Pretley,08/11/1933,07283853245,9858 Hagan Pass,9662970398.0,72354216.0,2023-02-13,1127.3,N
61847987,Basic,91382721,2023-01-31,874.22,Deloris Blackader,07/09/1937,07737759100,94017 Roth Place,4322436110.0,64683004.0,2023-02-08,2017.7,N
61860337,Basic,54445053,2023-01-31,892.77,Ursuline Netti,15/04/1953,07931767158,97809 Brentwood Way,8307972981.0,93446276.0,2023-02-09,1679.2,N
62213525,Gold,60293593,2023-01-31,45.68,Nanice Wegener,14/05/1993,07988756428,671 Dottie Court,8875038309.0,23415061.0,2023-02-04,1702.7,N
62222306,Gold,15491759,2023-01-31,304.45,Marice Brunsdon,05/07/1956,07718039705,4120 Monterey Parkway,3977310534.0,58126511.0,2023-02-04,1639.2,N
62256127,Gold,28577325,2023-01-31,784.39,Berri Bradberry,12/07/1994,07528399319,43 Schlimgen Pass,5425969864.0,36696277.0,2023-02-12,1491.7,N
62256127,Gold,28577325,2023-01-31,784.39,Berri Bradberry,12/07/1994,07528399319,43 Schlimgen Pass,8141884395.0,60017511.0,2023-02-11,1363.6,N
63232279,Basic,24064962,2023-01-31,931.78,Ronnie Shoebrook,27/10/1986,07699578127,55543 Schlimgen Trail,5011570401.0,10271519.0,2023-02-03,2285.6,N
63486424,Basic,88503839,2023-01-31,531.83,Edvard Vearncomb,04/07/1966,07752063269,229 Evergreen Drive,4969871574.0,13426667.0,2023-02-12,1224.6,N
63569270,Basic,6229551,2023-01-31,949.8,Valerie Knights,20/03/1972,07714059640,56 International Plaza,5484911877.0,53858816.0,2023-02-11,1231.3,N
63714888,Basic,53161387,2023-01-31,632.75,Dennison Plank,08/04/1997,07698172293,137 Iowa Circle,2640055526.0,79329254.0,2023-02-12,1143.7,N
64299012,Basic,68222526,2023-01-31,509.56,Ludvig Mustard,14/08/1998,07712521123,9125 Bultman Center,3142386262.0,86068003.0,2023-02-14,2620.1,N
64402841,Basic,87308766,2023-01-31,751.76,Rowney Pepin,16/02/1949,07841846726,971 Homewood Drive,6541213046.0,29039134.0,2023-02-12,1411.1,N
64462046,Gold,80441621,2023-01-31,847.04,Ebenezer Skinley,03/07/2002,07277016427,9 Jackson Drive,4658240718.0,36636385.0,2023-02-07,1392.7,N
64486954,Gold,70983885,2023-01-31,378.0,Eliza Morrad,11/07/1983,07443679085,30397 Morningstar Drive,1600966713.0,62671957.0,2023-02-11,1454.9,N
64486954,Gold,70983885,2023-01-31,378.0,Eliza Morrad,11/07/1983,07443679085,30397 Morningstar Drive,4133808312.0,41282329.0,2023-02-05,1685.4,N
65143384,Basic,42907105,2023-01-31,227.08,Annmaria Craske,28/06/1957,07505587763,1045 Thompson Circle,2799250149.0,77688406.0,2023-02-07,1516.3,N
65200379,Basic,69150184,2023-01-31,4.27,Shirl Schulter,27/04/1977,07688231017,61202 Red Cloud Park,652262031.0,72986897.0,2023-02-12,1682.4,N
65220738,Basic,31920720,2023-01-31,873.56,Alix Rawling,11/04/1949,07860665629,9145 Petterle Street,7259250836.0,19956941.0,2023-02-03,1121.6,N
65220738,Basic,31920720,2023-01-31,873.56,Alix Rawling,11/04/1949,07860665629,9145 Petterle Street,7564360178.0,98620342.0,2023-02-05,1533.5,N
65589565,Gold,37386889,2023-01-31,321.99,Annabel Medd,17/02/1959,07175713923,24 Warner Junction,57491925.0,19094015.0,2023-02-12,1761.1,N
65754176,Basic,50008491,2023-01-31,716.55,King Wooler,27/12/1975,07310078589,9925 Weeping Birch Plaza,8549509183.0,18348734.0,2023-02-09,1045.1,N
66152145,Basic,38808976,2023-01-31,83.45,Arvy Brogiotti,25/03/1962,07284297046,6156 Eggendart Parkway,1619996944.0,43811112.0,2023-02-07,1760.8,N
66341438,Basic,59058746,2023-01-31,685.06,Cairistiona Stoeckle,12/05/1982,07580758768,9 Linden Pass,512522472.0,32192958.0,2023-02-05,1625.6,N
66341438,Basic,59058746,2023-01-31,685.06,Cairistiona Stoeckle,12/05/1982,07580758768,9 Linden Pass,1422621332.0,49581833.0,2023-02-13,1013.4,N
66449974,Gold,2041097,2023-01-31,795.59,Monti Lathe,13/02/1947,07249772883,82491 Summer Ridge Court,5020894869.0,96224831.0,2023-02-12,1265.1,N
66586860,Gold,32419583,2023-01-31,938.51,Urson Fulbrook,21/07/1974,07660206901,3423 Stephen Circle,9184252820.0,84695068.0,2023-02-12,1764.4,N
66700123,Joint,11926149,2023-01-31,175.15,Rene Erik,17/01/1972,07134186207,92670 Garrison Place,9442192019.0,89088715.0,2023-02-02,1180.2,N
66706067,Gold,75490620,2023-01-31,1.98,Leilah Godfroy,14/01/1956,07801392491,18 Loftsgordon Crossing,7532678911.0,45816894.0,2023-02-08,1006.9,N
67056187,Basic,69268250,2023-01-31,392.51,Rocky Matijasevic,18/08/1987,07675049529,90 Garrison Lane,8300680616.0,15922706.0,2023-02-11,1370.2,N
67090449,Gold,50912564,2023-01-31,724.35,Dottie Ladd,19/10/1978,07734614888,22552 Harper Junction,4658575884.0,69556322.0,2023-02-14,1145.9,N
67466632,Gold,36121292,2023-01-31,350.06,Gayle Bellwood,13/09/1952,07116687087,8012 Oak Valley Terrace,9122546715.0,94060198.0,2023-02-05,1317.7,N
67561762,Basic,59474952,2023-01-31,469.23,Normand Ginty,05/04/1952,07197800109,76877 Brown Avenue,6596987310.0,33915504.0,2023-02-11,1136.3,N
67716893,Basic,9603887,2023-01-31,250.99,Carny Atthow,14/07/1970,07646508264,89319 Truax Parkway,7926940879.0,44586370.0,2023-02-07,1500.0,N
67911201,Basic,80857670,2023-01-31,762.17,Lucienne Mowsdell,09/07/1958,07991778658,60633 Anzinger Drive,7254890195.0,17024652.0,2023-02-09,1558.7,N
68483071,Gold,64252861,2023-01-31,25.88,Bendicty Skipping,10/04/1965,07949590159,27675 Talisman Junction,7335798604.0,15793232.0,2023-02-05,1580.8,N
68483071,Gold,64252861,2023-01-31,25.88,Bendicty Skipping,10/04/1965,07949590159,27675 Talisman Junction,9596601547.0,22137086.0,2023-02-04,2122.7,N
68484031,Basic,93396506,2023-01-31,853.99,Tine Barnet,13/02/1952,07131680793,12016 Lotheville Pass,6506779748.0,82259327.0,2023-02-05,1463.6,N
68708795,Basic,67892807,2023-01-31,399.11,Berna Hawgood,25/02/1982,07256434196,3 Dexter Terrace,2973618347.0,72809943.0,2023-02-14,1297.2,N
69118170,Basic,3277146,2023-01-31,109.35,Franky Syseland,25/01/1951,07210363393,2 Atwood Center,7550092060.0,32888555.0,2023-02-06,1161.4,N
69648759,Basic,57398869,2023-01-31,693.39,Mora Reddin,16/08/1981,07485581191,8 Eggendart Plaza,8757806101.0,61555609.0,2023-02-13,1503.2,N
70214700,Basic,8454965,2023-01-31,152.79,Adrianne MacGahey,05/01/1934,07751618342,42 Fisk Park,256401322.0,30518350.0,2023-02-06,1498.3,N
70214700,Basic,8454965,2023-01-31,152.79,Adrianne MacGahey,05/01/1934,07751618342,42 Fisk Park,664959989.0,39402264.0,2023-02-01,1255.3,N
70231750,Basic,11858841,2023-01-31,749.6,Erin Zelland,19/01/1985,07506533244,832 Delaware Point,5282224801.0,24434457.0,2023-02-03,2128.4,N
70231750,Basic,11858841,2023-01-31,749.6,Erin Zelland,19/01/1985,07506533244,832 Delaware Point,7448776126.0,88926132.0,2023-02-04,1618.2,N
70469258,Gold,4813767,2023-01-31,868.53,Gabie Comi,21/01/1969,07838706062,548 Lawn Hill,7839551769.0,46064017.0,2023-02-10,1575.6,N
70554021,Gold,41586339,2023-01-31,44.26,Nert Rosenzwig,11/11/1991,07280776110,684 Bobwhite Terrace,2395653497.0,60114464.0,2023-02-10,1188.3,N
70624878,Gold,31108534,2023-01-31,328.5,Cobby Jedrzejewsky,16/10/1997,07444846231,93122 Summit Point,495755869.0,92155262.0,2023-02-08,1051.3,N
71280775,Basic,48284526,2023-01-31,427.44,Harmon Monroe,08/05/1990,07952399339,76 Myrtle Crossing,4052648021.0,23271383.0,2023-02-06,1176.9,N
71332337,Basic,27293736,2023-01-31,661.23,Gisella Farady,06/10/1930,07682559522,38 Forest Run Crossing,1740428250.0,21558805.0,2023-02-07,1434.3,N
71444662,Gold,91632181,2023-01-31,276.78,Adelice Ghidoli,04/07/1982,07319330281,52566 Shopko Street,2076804692.0,60017511.0,2023-02-04,1131.3,N
71643841,Gold,31915563,2023-01-31,232.5,Ange Stoneham,11/05/1933,07205592453,24728 Emmet Lane,7834529188.0,82115900.0,2023-02-14,1308.6,N
71868471,Basic,21542668,2023-01-31,474.32,Lanae Lutas,07/09/1938,07655940959,5 Myrtle Trail,6437426330.0,26109213.0,2023-02-05,1315.1,N
71934515,Gold,40723861,2023-01-31,340.99,Edmund Roseby,21/08/1945,07754311768,643 Fordem Center,2976252556.0,62412215.0,2023-02-06,1011.5,N
72208029,Gold,85019845,2023-01-31,11.37,Daphna Aizikovitz,13/09/1982,07750510983,587 Oxford Plaza,8489908664.0,85344981.0,2023-02-06,1024.2,N
72309641,Basic,35096245,2023-01-31,386.61,Simeon Westwell,17/06/1966,07196750963,57 Cordelia Drive,3441549473.0,64168292.0,2023-02-14,1323.7,N
72354216,Gold,9688537,2023-01-31,852.23,Llywellyn Shinfield,12/08/1979,07365625939,589 Manitowish Alley,4657383655.0,18348734.0,2023-02-14,2010.0,N
72934756,Gold,81155648,2023-01-31,829.55,Andeee Targetter,14/03/1959,07267888814,6 Oakridge Avenue,1946831050.0,13267945.0,2023-02-04,1080.2,N
72971287,Basic,4046861,2023-01-31,890.23,Ag Dabinett,26/03/1954,07415170675,43624 Farmco Pass,7088915162.0,78501355.0,2023-02-10,1038.8,N
73234341,Gold,96602101,2023-01-31,811.71,Evonne Blackesland,14/03/1969,07348055344,8 Esker Parkway,9484849237.0,80709302.0,2023-02-11,2044.6,N
73328955,Basic,83595618,2023-01-31,404.7,Blithe Pettipher,22/04/2002,07404796564,552 Fair Oaks Plaza,799584541.0,38558525.0,2023-02-07,1819.0,N
73439131,Gold,82669243,2023-01-31,863.01,Lind Shaddock,23/01/1971,07875585595,16 Bunting Trail,9493811697.0,96278865.0,2023-02-06,1069.0,N
73983591,Basic,68617317,2023-01-31,292.39,Rube Blacket,10/05/1992,07527198701,63 Division Crossing,6596515745.0,16124993.0,2023-02-08,1668.5,N
74252410,Gold,11036099,2023-01-31,278.47,Dulcia Crohan,18/04/1969,07136741404,152 Farmco Park,304709484.0,91184544.0,2023-02-11,1207.7,N
74255305,Gold,41709088,2023-01-31,3.7,Sunny Grzegorecki,22/05/1965,07272693744,61 Victoria Park,3932700171.0,68484031.0,2023-02-11,1672.7,N
