Account Number,Balance Date,Balance,Transaction Value,Flow
34866268,2023-01-31,516.92,,-
34866268,2023-02-03,695.39,178.47,Incoming
34866268,2023-02-12,-566.3100000000001,1261.7,Outgoing
34867145,2023-01-31,212.16,,-
34867145,2023-02-02,423.43,211.27,Incoming
34867145,2023-02-05,559.02,135.59,Incoming
34867145,2023-02-10,600.67,41.65,Incoming
34902863,2023-01-31,31.36,,-
34902863,2023-02-01,120.58,89.22,Incoming
34902863,2023-02-04,189.12,68.54,Incoming
34902863,2023-02-06,103.68,85.44,Outgoing
34902863,2023-02-07,-36.41999999999999,140.1,Outgoing
34902863,2023-02-11,-228.35,191.93,Outgoing
34908905,2023-01-31,887.49,,-
34908905,2023-02-04,989.8,102.31,Incoming
34908905,2023-02-05,972.1099999999999,17.69,Outgoing
34908905,2023-02-07,1018.9199999999998,46.81,Incoming
34908905,2023-02-08,1174.54,155.62,Incoming
34908905,2023-02-09,1309.4099999999999,134.87,Incoming
34908905,2023-02-09,1175.1999999999998,134.21,Outgoing
34908905,2023-02-13,1299.5699999999997,124.37,Incoming
34921262,2023-01-31,971.82,,-
34921262,2023-02-05,2888.92,1917.1,Incoming
34921262,2023-02-07,2817.4,71.52,Outgoing
34921262,2023-02-08,2919.27,101.87,Incoming
34921262,2023-02-10,3004.11,84.84,Incoming
34921262,2023-02-13,2955.06,49.05,Outgoing
34921262,2023-02-14,3003.45,48.39,Incoming
34960760,2023-01-31,981.79,,-
34960760,2023-02-02,1172.69,190.9,Incoming
34960760,2023-02-09,1268.45,95.76,Incoming
34960760,2023-02-10,1179.33,89.12,Outgoing
34960760,2023-02-12,1019.1899999999999,160.14,Outgoing
35038984,2023-01-31,566.36,,-
35038984,2023-02-07,459.16,107.2,Outgoing
35038984,2023-02-07,635.1700000000001,176.01,Incoming
35038984,2023-02-09,540.8800000000001,94.29,Outgoing
35038984,2023-02-11,640.45,99.57,Incoming
35051369,2023-01-31,637.18,,-
35051369,2023-02-01,680.8299999999999,43.65,Incoming
35051369,2023-02-02,568.4799999999999,112.35,Outgoing
35051369,2023-02-04,766.8499999999999,198.37,Incoming
35051369,2023-02-11,816.79,49.94,Incoming
35082945,2023-01-31,713.95,,-
35082945,2023-02-07,729.72,15.77,Incoming
35082945,2023-02-08,862.5,132.78,Incoming
35082945,2023-02-12,748.9,113.6,Outgoing
35082945,2023-02-14,560.18,188.72,Outgoing
35083564,2023-01-31,599.99,,-
35083564,2023-02-05,455.22,144.77,Outgoing
35083564,2023-02-06,487.42,32.2,Incoming
35083564,2023-02-06,668.6600000000001,181.24,Incoming
35083564,2023-02-08,529.44,139.22,Outgoing
35083564,2023-02-09,469.90000000000003,59.54,Outgoing
35126236,2023-01-31,739.8,,-
35126236,2023-02-02,1119.3,379.5,Incoming
35126236,2023-02-04,1054.82,64.48,Outgoing
35126236,2023-02-04,1164.03,109.21,Incoming
35126236,2023-02-06,168.82999999999993,995.2,Outgoing
35126236,2023-02-08,38.269999999999925,130.56,Outgoing
35126236,2023-02-08,-65.62000000000008,103.89,Outgoing
35126236,2023-02-10,-30.910000000000075,34.71,Incoming
35126236,2023-02-13,-168.26000000000008,137.35,Outgoing
35126236,2023-02-13,-282.6500000000001,114.39,Outgoing
35126236,2023-02-14,-2420.65,2138.0,Outgoing
35160368,2023-01-31,53.59,,-
35160368,2023-02-01,12.040000000000006,41.55,Outgoing
35160368,2023-02-05,-73.03999999999999,85.08,Outgoing
35160368,2023-02-05,-236.35999999999999,163.32,Outgoing
35160368,2023-02-10,-391.75,155.39,Outgoing
35160368,2023-02-12,-531.3199999999999,139.57,Outgoing
35160368,2023-02-13,-492.16999999999996,39.15,Incoming
35160368,2023-02-14,-399.5799999999999,92.59,Incoming
35160368,2023-02-14,-486.9099999999999,87.33,Outgoing
35177782,2023-01-31,79.03,,-
35177782,2023-02-03,-70.50999999999999,149.54,Outgoing
35177782,2023-02-08,-180.76,110.25,Outgoing
35177782,2023-02-09,-74.94,105.82,Incoming
35177782,2023-02-10,48.83,123.77,Incoming
35177782,2023-02-10,-23.35000000000001,72.18,Outgoing
35177782,2023-02-11,-122.77000000000001,99.42,Outgoing
35194218,2023-01-31,842.34,,-
35194218,2023-02-01,700.1400000000001,142.2,Outgoing
35194218,2023-02-04,694.2800000000001,5.86,Outgoing
35194218,2023-02-05,1506.88,812.6,Incoming
35194218,2023-02-10,1436.45,70.43,Outgoing
35194218,2023-02-11,1570.6100000000001,134.16,Incoming
35194218,2023-02-12,1646.71,76.1,Incoming
35197451,2023-01-31,411.69,,-
35197451,2023-02-01,507.75,96.06,Incoming
35197451,2023-02-02,506.84,0.91,Outgoing
35197451,2023-02-03,408.53,98.31,Outgoing
35197451,2023-02-05,322.39,86.14,Outgoing
35197451,2023-02-05,180.88,141.51,Outgoing
35197451,2023-02-07,49.03999999999999,131.84,Outgoing
35197451,2023-02-11,197.44,148.4,Incoming
35197451,2023-02-11,257.65999999999997,60.22,Incoming
35197451,2023-02-14,-465.74,723.4,Outgoing
35210460,2023-01-31,185.3,,-
35210460,2023-02-01,284.93,99.63,Incoming
35210460,2023-02-01,-1536.27,1821.2,Outgoing
35210460,2023-02-03,-1653.74,117.47,Outgoing
35210460,2023-02-08,-1853.2,199.46,Outgoing
35210460,2023-02-09,-1895.7,42.5,Outgoing
35210460,2023-02-10,-1964.48,68.78,Outgoing
35293864,2023-01-31,592.55,,-
35293864,2023-02-01,661.02,68.47,Incoming
35321469,2023-01-31,194.57,,-
35321469,2023-02-01,118.30999999999999,76.26,Outgoing
35321469,2023-02-02,237.67,119.36,Incoming
35321469,2023-02-07,350.7,113.03,Incoming
35321469,2023-02-09,275.74,74.96,Outgoing
35321469,2023-02-14,327.52,51.78,Incoming
35330225,2023-01-31,717.9,,-
35330225,2023-02-02,679.48,38.42,Outgoing
35330225,2023-02-04,561.52,117.96,Outgoing
35330225,2023-02-05,489.41999999999996,72.1,Outgoing
35330225,2023-02-06,580.1999999999999,90.78,Incoming
35330225,2023-02-08,675.28,95.08,Incoming
35330225,2023-02-09,-494.1200000000001,1169.4,Outgoing
35330225,2023-02-14,11.479999999999905,505.6,Incoming
35345678,2023-01-31,381.43,,-
35345678,2023-02-02,282.92,98.51,Outgoing
35345678,2023-02-03,112.22000000000003,170.7,Outgoing
35345678,2023-02-06,-41.309999999999974,153.53,Outgoing
35345678,2023-02-06,55.75000000000003,97.06,Incoming
35345678,2023-02-07,183.31000000000003,127.56,Incoming
35379604,2023-01-31,171.68,,-
35379604,2023-02-06,143.32,28.36,Outgoing
35379604,2023-02-06,228.11,84.79,Incoming
35379604,2023-02-08,213.46,14.65,Outgoing
35379604,2023-02-08,-479.53999999999996,693.0,Outgoing
35379604,2023-02-10,-365.71999999999997,113.82,Incoming
35379604,2023-02-13,-307.09999999999997,58.62,Incoming
35391237,2023-01-31,412.06,,-
35391237,2023-02-01,518.0,105.94,Incoming
35391237,2023-02-01,644.5,126.5,Incoming
35391237,2023-02-01,540.56,103.94,Outgoing
35391237,2023-02-02,638.4599999999999,97.9,Incoming
35391237,2023-02-03,786.06,147.6,Incoming
35391237,2023-02-04,949.0899999999999,163.03,Incoming
35391237,2023-02-07,1103.05,153.96,Incoming
35391237,2023-02-11,1044.69,58.36,Outgoing
35391237,2023-02-13,1179.41,134.72,Incoming
35391237,2023-02-14,1043.71,135.7,Outgoing
35391340,2023-01-31,886.56,,-
35391340,2023-02-01,1005.76,119.2,Incoming
35391340,2023-02-04,1106.3899999999999,100.63,Incoming
35391340,2023-02-04,980.9799999999999,125.41,Outgoing
35391340,2023-02-08,1058.24,77.26,Incoming
35391340,2023-02-09,901.57,156.67,Outgoing
35391340,2023-02-09,837.1300000000001,64.44,Outgoing
35391340,2023-02-11,727.3700000000001,109.76,Outgoing
35391340,2023-02-11,815.0000000000001,87.63,Incoming
35391340,2023-02-12,930.0400000000001,115.04,Incoming
35405748,2023-01-31,19.49,,-
35405748,2023-02-02,-1646.51,1666.0,Outgoing
35405748,2023-02-03,-1474.52,171.99,Incoming
35405748,2023-02-06,-1414.1299999999999,60.39,Incoming
35405748,2023-02-09,-1350.1399999999999,63.99,Incoming
35445202,2023-01-31,972.48,,-
35445202,2023-02-04,1067.49,95.01,Incoming
35445202,2023-02-04,929.15,138.34,Outgoing
35445202,2023-02-05,886.9,42.25,Outgoing
35445202,2023-02-07,815.78,71.12,Outgoing
35445202,2023-02-13,896.5,80.72,Incoming
35445202,2023-02-13,845.83,50.67,Outgoing
35445202,2023-02-14,717.27,128.56,Outgoing
35506101,2023-01-31,713.65,,-
35506101,2023-02-04,857.48,143.83,Incoming
35506101,2023-02-06,1226.38,368.9,Incoming
35506101,2023-02-07,1200.2900000000002,26.09,Outgoing
35506101,2023-02-07,1184.5200000000002,15.77,Outgoing
35506101,2023-02-08,1113.6000000000001,70.92,Outgoing
35506101,2023-02-09,2500.4,1386.8,Incoming
35506101,2023-02-09,2413.38,87.02,Outgoing
35506101,2023-02-11,2521.33,107.95,Incoming
35510004,2023-01-31,723.62,,-
35510004,2023-02-07,776.76,53.14,Incoming
35510004,2023-02-09,916.79,140.03,Incoming
35510004,2023-02-14,793.8499999999999,122.94,Outgoing
35539408,2023-01-31,469.13,,-
35539408,2023-02-08,402.55,66.58,Outgoing
35539408,2023-02-12,381.59000000000003,20.96,Outgoing
35539408,2023-02-12,441.89000000000004,60.3,Incoming
35540836,2023-01-31,17.91,,-
35540836,2023-02-01,-102.78,120.69,Outgoing
35540836,2023-02-04,-264.88,162.1,Outgoing
35540836,2023-02-11,-200.32999999999998,64.55,Incoming
35540836,2023-02-12,-1050.43,850.1,Outgoing
35549277,2023-01-31,505.72,,-
35549277,2023-02-03,341.58000000000004,164.14,Outgoing
35549277,2023-02-04,197.63000000000005,143.95,Outgoing
35549277,2023-02-06,143.42000000000004,54.21,Outgoing
35549277,2023-02-08,209.24000000000004,65.82,Incoming
35549277,2023-02-09,129.91000000000003,79.33,Outgoing
35549277,2023-02-14,-5.809999999999974,135.72,Outgoing
35555120,2023-01-31,598.72,,-
35555120,2023-02-05,710.75,112.03,Incoming
35555120,2023-02-06,865.79,155.04,Incoming
35555120,2023-02-09,941.18,75.39,Incoming
35564578,2023-01-31,621.37,,-
35564578,2023-02-01,519.69,101.68,Outgoing
35564578,2023-02-01,362.81000000000006,156.88,Outgoing
35564578,2023-02-05,396.13000000000005,33.32,Incoming
35564578,2023-02-06,319.5300000000001,76.6,Outgoing
35564578,2023-02-06,178.70000000000007,140.83,Outgoing
35564578,2023-02-07,272.5900000000001,93.89,Incoming
35564578,2023-02-09,179.4500000000001,93.14,Outgoing
35564578,2023-02-11,1088.5500000000002,909.1,Incoming
35564578,2023-02-12,1184.2600000000002,95.71,Incoming
35564578,2023-02-14,1030.7800000000002,153.48,Outgoing
35574156,2023-01-31,471.05,,-
35574156,2023-02-02,389.85,81.2,Outgoing
35574156,2023-02-02,502.88,113.03,Incoming
35574156,2023-02-04,601.15,98.27,Incoming
35574156,2023-02-10,483.35999999999996,117.79,Outgoing
35574156,2023-02-12,555.01,71.65,Incoming
35614465,2023-01-31,276.17,,-
35614465,2023-02-01,387.65000000000003,111.48,Incoming
35614465,2023-02-01,280.76000000000005,106.89,Outgoing
35614465,2023-02-01,205.14000000000004,75.62,Outgoing
35614465,2023-02-02,136.56000000000006,68.58,Outgoing
35614465,2023-02-04,-102.39999999999995,238.96,Outgoing
35614465,2023-02-04,-184.64999999999995,82.25,Outgoing
35614465,2023-02-07,-360.65999999999997,176.01,Outgoing
35614465,2023-02-09,-279.15999999999997,81.5,Incoming
35614465,2023-02-12,-237.54999999999995,41.61,Incoming
35614465,2023-02-14,-289.65,52.1,Outgoing
35614465,2023-02-14,-220.14,69.51,Incoming
35616763,2023-01-31,279.43,,-
35616763,2023-02-03,134.45000000000002,144.98,Outgoing
35616763,2023-02-04,43.54000000000002,90.91,Outgoing
35616763,2023-02-04,-48.339999999999975,91.88,Outgoing
35616763,2023-02-05,-147.23999999999998,98.9,Outgoing
35616763,2023-02-09,-52.45999999999998,94.78,Incoming
35616763,2023-02-10,81.43,133.89,Incoming
35633136,2023-01-31,603.11,,-
35633136,2023-02-07,743.83,140.72,Incoming
35633136,2023-02-08,2332.83,1589.0,Incoming
35633136,2023-02-09,477.3299999999999,1855.5,Outgoing
35633136,2023-02-10,562.4899999999999,85.16,Incoming
35633136,2023-02-12,691.1099999999999,128.62,Incoming
35633136,2023-02-14,467.1199999999999,223.99,Outgoing
35642953,2023-01-31,137.26,,-
35642953,2023-02-07,183.08999999999997,45.83,Incoming
35642953,2023-02-10,41.25999999999996,141.83,Outgoing
35642953,2023-02-11,143.68999999999997,102.43,Incoming
35642953,2023-02-13,16.96999999999997,126.72,Outgoing
35652360,2023-01-31,41.81,,-
35652360,2023-02-02,-45.489999999999995,87.3,Outgoing
35652360,2023-02-07,90.13000000000001,135.62,Incoming
35652360,2023-02-10,191.87,101.74,Incoming
35652360,2023-02-12,199.33,7.46,Incoming
35698347,2023-01-31,258.22,,-
35698347,2023-02-09,403.24,145.02,Incoming
35698347,2023-02-12,326.88,76.36,Outgoing
35698347,2023-02-12,244.68,82.2,Outgoing
35698347,2023-02-12,387.78,143.1,Incoming
35698347,2023-02-12,359.35999999999996,28.42,Outgoing
35698347,2023-02-13,335.55999999999995,23.8,Outgoing
35698347,2023-02-14,440.5899999999999,105.03,Incoming
35712712,2023-01-31,828.88,,-
35712712,2023-02-02,733.96,94.92,Outgoing
35712712,2023-02-04,642.74,91.22,Outgoing
35712712,2023-02-13,736.32,93.58,Incoming
35712712,2023-02-14,867.9000000000001,131.58,Incoming
35721788,2023-01-31,837.07,,-
35721788,2023-02-02,789.35,47.72,Outgoing
35721788,2023-02-04,-758.85,1548.2,Outgoing
35721788,2023-02-05,-569.5,189.35,Incoming
35721788,2023-02-07,-735.77,166.27,Outgoing
35721788,2023-02-11,-668.74,67.03,Incoming
35726421,2023-01-31,379.1,,-
35726421,2023-02-01,415.40000000000003,36.3,Incoming
35726421,2023-02-09,448.08000000000004,32.68,Incoming
35726421,2023-02-09,190.98000000000002,257.1,Outgoing
35726421,2023-02-11,308.39,117.41,Incoming
35726421,2023-02-12,189.62,118.77,Outgoing
35726421,2023-02-12,336.43,146.81,Incoming
35726421,2023-02-13,304.42,32.01,Outgoing
35726421,2023-02-14,389.38,84.96,Incoming
35726421,2023-02-14,246.31,143.07,Outgoing
35746207,2023-01-31,785.36,,-
35746207,2023-02-02,643.1,142.26,Outgoing
35746207,2023-02-04,806.6800000000001,163.58,Incoming
35746207,2023-02-08,942.74,136.06,Incoming
35746207,2023-02-09,1122.78,180.04,Incoming
35746207,2023-02-11,1229.65,106.87,Incoming
35746207,2023-02-14,1147.17,82.48,Outgoing
35746207,2023-02-14,1220.94,73.77,Incoming
35762783,2023-01-31,346.14,,-
35762783,2023-02-04,311.5,34.64,Outgoing
35762783,2023-02-06,213.98000000000002,97.52,Outgoing
35762783,2023-02-06,312.19,98.21,Incoming
35772673,2023-01-31,517.9,,-
35772673,2023-02-01,594.29,76.39,Incoming
35772673,2023-02-11,576.8399999999999,17.45,Outgoing
35772673,2023-02-12,463.05999999999995,113.78,Outgoing
35799522,2023-01-31,750.79,,-
35799522,2023-02-04,628.5999999999999,122.19,Outgoing
35799522,2023-02-04,713.0799999999999,84.48,Incoming
35799522,2023-02-08,-98.12000000000012,811.2,Outgoing
35799522,2023-02-09,-175.21000000000012,77.09,Outgoing
35799522,2023-02-12,-656.4100000000001,481.2,Outgoing
35799522,2023-02-12,-534.2800000000001,122.13,Incoming
35799522,2023-02-13,-587.97,53.69,Outgoing
35805852,2023-01-31,886.37,,-
35805852,2023-02-03,860.09,26.28,Outgoing
35805852,2023-02-08,701.04,159.05,Outgoing
35805852,2023-02-13,781.14,80.1,Incoming
35805852,2023-02-13,909.92,128.78,Incoming
35827625,2023-01-31,445.63,,-
35827625,2023-02-01,450.08,4.45,Incoming
35827625,2023-02-03,581.0,130.92,Incoming
35827625,2023-02-06,530.14,50.86,Outgoing
35827625,2023-02-07,364.08,166.06,Outgoing
35827625,2023-02-08,467.57,103.49,Incoming
35827625,2023-02-13,329.5,138.07,Outgoing
35869347,2023-01-31,768.74,,-
35869347,2023-02-01,867.8,99.06,Incoming
35869347,2023-02-06,739.0999999999999,128.7,Outgoing
35869347,2023-02-08,802.5199999999999,63.42,Incoming
35869347,2023-02-09,679.6099999999999,122.91,Outgoing
35869347,2023-02-10,174.8099999999999,504.8,Outgoing
35869347,2023-02-13,825.31,650.5,Incoming
35948735,2023-01-31,117.14,,-
35948735,2023-02-06,-56.13000000000001,173.27,Outgoing
35948735,2023-02-08,201.26999999999998,257.4,Incoming
35948735,2023-02-10,261.08,59.81,Incoming
35948735,2023-02-12,364.88,103.8,Incoming
35948735,2023-02-13,219.04999999999998,145.83,Outgoing
35996817,2023-01-31,187.89,,-
35996817,2023-02-02,125.75999999999999,62.13,Outgoing
35996817,2023-02-02,933.66,807.9,Incoming
35996817,2023-02-03,1889.06,955.4,Incoming
35996817,2023-02-04,1726.3,162.76,Outgoing
35996817,2023-02-04,1629.11,97.19,Outgoing
35996817,2023-02-05,1590.03,39.08,Outgoing
35996817,2023-02-06,445.53,1144.5,Outgoing
35996817,2023-02-13,557.28,111.75,Incoming
36007496,2023-01-31,239.44,,-
36007496,2023-02-03,345.98,106.54,Incoming
36007496,2023-02-04,215.61,130.37,Outgoing
36007496,2023-02-10,358.39,142.78,Incoming
36007496,2023-02-11,414.06,55.67,Incoming
36007496,2023-02-12,504.39,90.33,Incoming
36106467,2023-01-31,720.17,,-
36106467,2023-02-02,666.06,54.11,Outgoing
36106467,2023-02-13,715.03,48.97,Incoming
36106467,2023-02-14,824.16,109.13,Incoming
36110938,2023-01-31,532.77,,-
36110938,2023-02-05,683.92,151.15,Incoming
36110938,2023-02-14,573.5,110.42,Outgoing
36110938,2023-02-14,624.86,51.36,Incoming
36112473,2023-01-31,530.67,,-
36112473,2023-02-02,426.39,104.28,Outgoing
36112473,2023-02-07,443.11,16.72,Incoming
36112473,2023-02-08,314.69000000000005,128.42,Outgoing
36112473,2023-02-08,277.62000000000006,37.07,Outgoing
36112473,2023-02-11,165.75000000000006,111.87,Outgoing
36114551,2023-01-31,876.22,,-
36114551,2023-02-03,888.75,12.53,Incoming
36114551,2023-02-03,2376.75,1488.0,Incoming
36114551,2023-02-07,2386.27,9.52,Incoming
36114551,2023-02-11,2251.77,134.5,Outgoing
36114551,2023-02-11,2138.57,113.2,Outgoing
36114551,2023-02-13,2292.7200000000003,154.15,Incoming
36114551,2023-02-14,2158.21,134.51,Outgoing
36126802,2023-01-31,617.04,,-
36126802,2023-02-04,499.06999999999994,117.97,Outgoing
36126802,2023-02-10,621.7299999999999,122.66,Incoming
36126802,2023-02-12,702.3599999999999,80.63,Incoming
36131723,2023-01-31,602.96,,-
36131723,2023-02-02,-120.03999999999996,723.0,Outgoing
36131723,2023-02-06,-194.81999999999996,74.78,Outgoing
36131723,2023-02-07,-348.05999999999995,153.24,Outgoing
36131723,2023-02-08,-287.35999999999996,60.7,Incoming
36131723,2023-02-13,-405.71999999999997,118.36,Outgoing
36141472,2023-01-31,656.7,,-
36141472,2023-02-09,636.6,20.1,Outgoing
36143004,2023-01-31,256.22,,-
36143004,2023-02-03,389.17,132.95,Incoming
36143004,2023-02-04,447.91,58.74,Incoming
36143004,2023-02-08,336.88,111.03,Outgoing
36143004,2023-02-13,209.69,127.19,Outgoing
36171568,2023-01-31,343.44,,-
36171568,2023-02-06,512.91,169.47,Incoming
36171568,2023-02-14,361.43999999999994,151.47,Outgoing
36192947,2023-01-31,744.33,,-
36192947,2023-02-02,671.1800000000001,73.15,Outgoing
36192947,2023-02-04,624.0200000000001,47.16,Outgoing
36192947,2023-02-05,782.5600000000001,158.54,Incoming
36192947,2023-02-05,886.36,103.8,Incoming
36192947,2023-02-05,1021.22,134.86,Incoming
36192947,2023-02-07,585.4200000000001,435.8,Outgoing
36192947,2023-02-11,549.0400000000001,36.38,Outgoing
36192947,2023-02-11,618.7400000000001,69.7,Incoming
36192947,2023-02-13,663.3100000000002,44.57,Incoming
36192947,2023-02-14,588.7800000000002,74.53,Outgoing
36197772,2023-01-31,962.03,,-
36197772,2023-02-01,983.85,21.82,Incoming
36197772,2023-02-04,1173.15,189.3,Incoming
36197772,2023-02-06,993.57,179.58,Outgoing
36197772,2023-02-12,1070.9,77.33,Incoming
36197772,2023-02-13,1235.66,164.76,Incoming
36197772,2023-02-14,1345.8000000000002,110.14,Incoming
36258926,2023-01-31,549.71,,-
36258926,2023-02-06,650.4200000000001,100.71,Incoming
36258926,2023-02-06,547.0500000000001,103.37,Outgoing
36258926,2023-02-09,680.21,133.16,Incoming
36258926,2023-02-10,559.82,120.39,Outgoing
36259936,2023-01-31,628.23,,-
36259936,2023-02-01,609.46,18.77,Outgoing
36259936,2023-02-05,205.86,403.6,Outgoing
36259936,2023-02-06,189.36,16.5,Outgoing
36259936,2023-02-08,250.06,60.7,Incoming
36259936,2023-02-11,381.67,131.61,Incoming
36259936,2023-02-12,495.12,113.45,Incoming
36296704,2023-01-31,491.31,,-
36296704,2023-02-04,323.58000000000004,167.73,Outgoing
36296704,2023-02-04,515.22,191.64,Incoming
36296704,2023-02-05,498.98,16.24,Outgoing
36296704,2023-02-08,382.40000000000003,116.58,Outgoing
36327122,2023-01-31,808.81,,-
36327122,2023-02-02,936.41,127.6,Incoming
36327122,2023-02-07,832.25,104.16,Outgoing
36327122,2023-02-08,884.0,51.75,Incoming
36389309,2023-01-31,469.45,,-
36389309,2023-02-06,602.38,132.93,Incoming
36389309,2023-02-08,639.09,36.71,Incoming
36389309,2023-02-09,555.62,83.47,Outgoing
36389309,2023-02-11,1827.12,1271.5,Incoming
36389309,2023-02-11,1681.31,145.81,Outgoing
36393557,2023-01-31,407.12,,-
36393557,2023-02-03,506.19,99.07,Incoming
36393557,2023-02-05,607.35,101.16,Incoming
36393557,2023-02-06,749.9000000000001,142.55,Incoming
36393557,2023-02-09,744.3100000000001,5.59,Outgoing
36393557,2023-02-13,582.8700000000001,161.44,Outgoing
36419197,2023-01-31,627.78,,-
36419197,2023-02-02,498.33,129.45,Outgoing
36419197,2023-02-07,328.96999999999997,169.36,Outgoing
36419197,2023-02-08,-1364.23,1693.2,Outgoing
36419197,2023-02-14,-1454.97,90.74,Outgoing
36425954,2023-01-31,93.85,,-
36425954,2023-02-03,240.44,146.59,Incoming
36425954,2023-02-04,89.6,150.84,Outgoing
36425954,2023-02-04,-42.09,131.69,Outgoing
36425954,2023-02-10,99.37,141.46,Incoming
36425954,2023-02-11,139.59,40.22,Incoming
36425954,2023-02-14,35.41,104.18,Outgoing
36519974,2023-01-31,922.41,,-
36519974,2023-02-05,1051.8799999999999,129.47,Incoming
36519974,2023-02-07,1090.76,38.88,Incoming
36519974,2023-02-09,2613.46,1522.7,Incoming
36519974,2023-02-12,2751.82,138.36,Incoming
36549889,2023-01-31,760.2,,-
36549889,2023-02-09,857.59,97.39,Incoming
36549889,2023-02-10,870.07,12.48,Incoming
36549889,2023-02-10,1001.69,131.62,Incoming
36549889,2023-02-14,857.86,143.83,Outgoing
36551112,2023-01-31,976.02,,-
36551112,2023-02-01,988.85,12.83,Incoming
36551112,2023-02-05,804.94,183.91,Outgoing
36551112,2023-02-05,844.97,40.03,Incoming
36551112,2023-02-06,877.3100000000001,32.34,Incoming
36551112,2023-02-06,779.6700000000001,97.64,Outgoing
36551112,2023-02-14,2293.77,1514.1,Incoming
36551112,2023-02-14,4490.969999999999,2197.2,Incoming
36596942,2023-01-31,550.9,,-
36596942,2023-02-03,419.98,130.92,Outgoing
36596942,2023-02-06,309.89,110.09,Outgoing
36596942,2023-02-08,500.77,190.88,Incoming
36596942,2023-02-08,574.9,74.13,Incoming
36596942,2023-02-09,419.61,155.29,Outgoing
36596942,2023-02-13,371.23,48.38,Outgoing
36596942,2023-02-13,320.55,50.68,Outgoing
36596942,2023-02-13,339.40000000000003,18.85,Incoming
36611100,2023-01-31,485.06,,-
36611100,2023-02-02,341.0,144.06,Outgoing
36611100,2023-02-03,906.2,565.2,Incoming
36611100,2023-02-05,997.76,91.56,Incoming
36611100,2023-02-08,926.15,71.61,Outgoing
36611100,2023-02-10,1100.92,174.77,Incoming
36636385,2023-01-31,985.55,,-
36636385,2023-02-01,1119.61,134.06,Incoming
36636385,2023-02-04,1045.59,74.02,Outgoing
36636385,2023-02-07,-347.1100000000001,1392.7,Outgoing
36636385,2023-02-10,-212.57000000000014,134.54,Incoming
36636385,2023-02-10,-136.51000000000013,76.06,Incoming
36668239,2023-01-31,566.32,,-
36668239,2023-02-02,-1073.88,1640.2,Outgoing
36668239,2023-02-03,-1002.6100000000001,71.27,Incoming
36668239,2023-02-11,-878.8000000000002,123.81,Incoming
36668239,2023-02-13,-867.6900000000002,11.11,Incoming
36692647,2023-01-31,710.29,,-
36692647,2023-02-02,543.9399999999999,166.35,Outgoing
36692647,2023-02-09,414.17999999999995,129.76,Outgoing
36696277,2023-01-31,395.42,,-
36696277,2023-02-01,241.99,153.43,Outgoing
36696277,2023-02-08,350.95,108.96,Incoming
36696277,2023-02-08,276.57,74.38,Outgoing
36696277,2023-02-08,398.55,121.98,Incoming
36696277,2023-02-09,347.77,50.78,Outgoing
36696277,2023-02-10,-203.02999999999997,550.8,Outgoing
36696277,2023-02-11,-241.76999999999998,38.74,Outgoing
36696277,2023-02-12,-1733.47,1491.7,Outgoing
36725272,2023-01-31,52.82,,-
36725272,2023-02-02,0.03999999999999915,52.78,Outgoing
36725272,2023-02-05,-129.23000000000002,129.27,Outgoing
36725272,2023-02-06,-290.6,161.37,Outgoing
36725272,2023-02-07,-181.40000000000003,109.2,Incoming
36725272,2023-02-14,-55.040000000000035,126.36,Incoming
36837451,2023-01-31,429.52,,-
36837451,2023-02-01,283.5,146.02,Outgoing
36837451,2023-02-02,187.18,96.32,Outgoing
36837451,2023-02-02,-25.419999999999987,212.6,Outgoing
36837451,2023-02-02,-57.37999999999999,31.96,Outgoing
36837451,2023-02-07,20.080000000000005,77.46,Incoming
36837451,2023-02-12,139.17000000000002,119.09,Incoming
36837451,2023-02-12,61.84000000000002,77.33,Outgoing
36841261,2023-01-31,172.37,,-
36841261,2023-02-01,300.02,127.65,Incoming
36841261,2023-02-04,189.71999999999997,110.3,Outgoing
36841261,2023-02-06,349.18999999999994,159.47,Incoming
36841261,2023-02-10,209.19999999999993,139.99,Outgoing
36841261,2023-02-12,80.57999999999993,128.62,Outgoing
36841261,2023-02-14,229.20999999999992,148.63,Incoming
36849841,2023-01-31,593.56,,-
36849841,2023-02-02,656.0799999999999,62.52,Incoming
36849841,2023-02-03,830.6999999999999,174.62,Incoming
36849841,2023-02-04,914.43,83.73,Incoming
36849841,2023-02-05,800.41,114.02,Outgoing
36849841,2023-02-10,899.87,99.46,Incoming
36871984,2023-01-31,949.89,,-
36871984,2023-02-05,1053.18,103.29,Incoming
36871984,2023-02-07,996.69,56.49,Outgoing
36871984,2023-02-08,1151.3200000000002,154.63,Incoming
36871984,2023-02-12,-511.67999999999984,1663.0,Outgoing
36871984,2023-02-13,-453.3799999999998,58.3,Incoming
36949196,2023-01-31,614.22,,-
36949196,2023-02-02,495.90000000000003,118.32,Outgoing
36949196,2023-02-03,371.02000000000004,124.88,Outgoing
36949196,2023-02-04,496.43000000000006,125.41,Incoming
36949196,2023-02-04,583.1700000000001,86.74,Incoming
36949196,2023-02-07,668.94,85.77,Incoming
36982820,2023-01-31,833.46,,-
36982820,2023-02-01,233.66000000000008,599.8,Outgoing
36982820,2023-02-05,308.2100000000001,74.55,Incoming
36982820,2023-02-08,305.49000000000007,2.72,Outgoing
36982820,2023-02-12,431.11000000000007,125.62,Incoming
